Contract_ID,Clause_Text,Category,Risk_Level,Verdict,Model_Accuracy,F1_Score,Confusion_Matrix
CONT_1081,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1082,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1083,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1084,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1085,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1086,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1087,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1088,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1089,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1090,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1091,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1092,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1093,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1094,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1095,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1096,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1097,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1098,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1099,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1100,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1101,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1102,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1103,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1104,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1105,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1106,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1107,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1108,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1109,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1110,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1111,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1112,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1113,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1114,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1115,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1116,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1117,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1118,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1119,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1120,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1121,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1122,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1123,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1124,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1125,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1126,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1127,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1128,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1129,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1130,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1131,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1132,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1133,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1134,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1135,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1136,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1137,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1138,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1139,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1140,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1141,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1142,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1143,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1144,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1145,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1146,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1147,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1148,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1149,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1150,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1151,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1152,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1153,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1154,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1155,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1156,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1157,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1158,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1159,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1160,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1161,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1162,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1163,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1164,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1165,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1166,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1167,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1168,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1169,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1170,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1171,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1172,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1173,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1174,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1175,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1176,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1177,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1178,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1179,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1180,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1181,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1182,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1183,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1184,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1185,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1186,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1187,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1188,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1189,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1190,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1191,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1192,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1193,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1194,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1195,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1196,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1197,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1198,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1199,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1200,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1201,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1202,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1203,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1204,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1205,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1206,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1207,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1208,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1209,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1210,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1211,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1212,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1213,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1214,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1215,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1216,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1217,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1218,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1219,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1220,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1221,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1222,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1223,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1224,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1225,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1226,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1227,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1228,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1229,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1230,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1231,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1232,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1233,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1234,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1235,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1236,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1237,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1238,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1239,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1240,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1241,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1242,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1243,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1244,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1245,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1246,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1247,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1248,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1249,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1250,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1251,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1252,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1253,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1254,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1255,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1256,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1257,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1258,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1259,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1260,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1261,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1262,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1263,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1264,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1265,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1266,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1267,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1268,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1269,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1270,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1271,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
